ph,ang,2,紡,
ph,ang,3,盼,
ph,ang,5,膀,
ph,ang,6,,
ph,ang,7,縫,
ph,ann,1,,
ph,ann,2,,
ph,ann,3,泛,
ph,ann,5,,
ph,ann,6,,
ph,ann,7,,
ph,ap,4,/,
ph,ap,8,/,
ph,at,4,趴,
ph,at,8,,
ph,au,1,褒,
ph,au,2,甫,
ph,au,3,泡,
ph,au,5,瓟,
ph,au,6,抱,
ph,au,7,,
ph,auh,4,,
ph,auh,8,,
ph,aunn,1,/,
ph,aunn,2,/,
ph,aunn,3,/,
ph,aunn,5,/,
ph,aunn,6,/,
ph,aunn,7,/,
ph,e,1,,
ph,e,2,,
ph,e,3,帕,
ph,e,5,,
ph,e,6,,荡
ph,e,7,,
ph,eh,4,,
ph,eh,8,,
ph,ek,4,碧,
ph,ek,8,,
ph,en,1,烹,
ph,en,2,,
ph,en,3,騁,
ph,en,5,秤,
ph,en,6,,
ph,en,7,,
ph,eng,1,烹,
ph,eng,2,砭,
ph,eng,3,騁,
ph,eng,5,瀕,
ph,eng,6,,
ph,eng,7,,
ph,enn,1,,
ph,enn,2,,
ph,enn,3,,
ph,enn,5,彭,
ph,enn,6,,
ph,enn,7,,
ph,et,4,碧,
ph,et,8,,
ph,eu,1,/,
ph,eu,2,/,
ph,eu,3,/,
ph,eu,5,/,
ph,eu,6,/,
ph,eu,7,/,
ph,i,1,帔,
ph,i,2,疕,
ph,i,3,嬖,
ph,i,5,皮,
ph,i,6,,
ph,i,7,,
ph,ia,1,/,
ph,ia,2,/,
ph,ia,3,/,
ph,ia,5,/,
ph,ia,6,/,
ph,ia,7,/,
ph,iah,4,癖,
ph,iah,8,,
ph,iak,4,癶,
ph,iak,8,,甩
ph,iam,1,/,
ph,iam,2,/,
ph,iam,3,/,
ph,iam,5,/,
ph,iam,6,/,
ph,iam,7,/,
ph,ian,1,蝙,
ph,ian,2,,
ph,ian,3,瓣,
ph,ian,5,便,
ph,ian,6,,
ph,ian,7,,
ph,iang,1,蝙,
ph,iang,2,,
ph,iang,3,瓣,
ph,iang,5,便,
ph,iang,6,,
ph,iang,7,,
ph,iann,1,𩩍,
ph,iann,2,,
ph,iann,3,聘,
ph,iann,5,坪,
ph,iann,6,,
ph,iann,7,,
ph,iap,4,/,
ph,iap,8,/,
ph,iat,4,癶,
ph,iat,8,,甩
ph,iau,1,杓,
ph,iau,2,,
ph,iau,3,票,
ph,iau,5,嫖,
ph,iau,6,,
ph,iau,7,,
ph,iauh,4,/,
ph,iauh,8,/,
ph,iaunn,1,/,
ph,iaunn,2,/,
ph,iaunn,3,/,
ph,iaunn,5,/,
ph,iaunn,6,/,
ph,iaunn,7,/,
ph,ie,1,,
ph,ie,2,,
ph,ie,3,票,
ph,ie,5,薸,
ph,ie,6,鰾,
ph,ie,7,,
ph,ieh,4,/,
ph,ieh,8,/,
ph,iek,4,癶,
ph,iek,8,,
ph,iem,1,/,
ph,iem,2,/,
ph,iem,3,/,
ph,iem,5,/,
ph,iem,6,/,
ph,iem,7,/,
ph,ien,1,蝙,
ph,ien,2,,
ph,ien,3,瓣,
ph,ien,5,便,
ph,ien,6,,
ph,ien,7,,
ph,ieng,1,蝙,
ph,ieng,2,,
ph,ieng,3,瓣,
ph,ieng,5,便,
ph,ieng,6,,
ph,ieng,7,,
ph,ienn,1,/,
ph,ienn,2,/,
ph,ienn,3,/,
ph,ienn,5,/,
ph,ienn,6,/,
ph,ienn,7,/,
ph,iep,4,/,
ph,iep,8,/,
ph,iet,4,癶,
ph,iet,8,,
ph,ieu,1,杓,
ph,ieu,2,,
ph,ieu,3,票,
ph,ieu,5,嫖,
ph,ieu,6,,
ph,ieu,7,,
ph,ieuh,4,/,
ph,ieuh,8,/,
ph,ieunn,1,/,
ph,ieunn,2,/,
ph,ieunn,3,/,
ph,ieunn,5,/,
ph,ieunn,6,/,
ph,ieunn,7,/,
ph,ih,4,趴,
ph,ih,8,,
ph,ik,4,匹,
ph,ik,8,,
ph,im,1,/,
ph,im,2,/,
ph,im,3,/,
ph,im,5,/,
ph,im,6,/,
ph,im,7,/,
ph,in,1,,
ph,in,2,砭,
ph,in,3,,
ph,in,5,瀕,
ph,in,6,,
ph,in,7,,
ph,ing,1,,
ph,ing,2,砭,
ph,ing,3,,
ph,ing,5,瀕,
ph,ing,6,,
ph,ing,7,,
ph,inn,1,便,
ph,inn,2,,
ph,inn,3,片,
ph,inn,5,,
ph,inn,6,,
ph,inn,7,鼻,
ph,innh,4,/,
ph,innh,8,/,
ph,io,1,,
ph,io,2,,
ph,io,3,票,
ph,io,5,薸,
ph,io,6,鰾,
ph,io,7,,
ph,ioh,4,/,
ph,ioh,8,/,
ph,iok,4,/,
ph,iok,8,/,
ph,iong,1,/,
ph,iong,2,/,
ph,iong,3,/,
ph,iong,5,/,
ph,iong,6,/,
ph,iong,7,/,
ph,ionn,1,/,
ph,ionn,2,/,
ph,ionn,3,/,
ph,ionn,5,/,
ph,ionn,6,/,
ph,ionn,7,/,
ph,iou,1,杓,
ph,iou,2,,
ph,iou,3,票,
ph,iou,5,嫖,
ph,iou,6,,
ph,iou,7,,
ph,ip,4,/,
ph,ip,8,/,
ph,it,4,匹,
ph,it,8,,
ph,iu,1,,
ph,iu,2,,
ph,iu,3,覆,
ph,iu,5,芣,
ph,iu,6,,
ph,iu,7,,
ph,iuh,4,/,
ph,iuh,8,/,
ph,iunn,1,/,
ph,iunn,2,/,
ph,iunn,3,/,
ph,iunn,5,/,
ph,iunn,6,/,
ph,iunn,7,/,
ph,iunnh,4,/,
ph,iunnh,8,/,
ph,m,1,/,
ph,m,2,/,
ph,m,3,/,
ph,m,5,/,
ph,m,6,/,
ph,m,7,/,
ph,ng,1,,
ph,ng,2,,
ph,ng,3,,
ph,ng,5,,
ph,ng,6,,
ph,ng,7,,
ph,ngh,4,/,
ph,ngh,8,/,
ph,o,1,坡,
ph,o,2,跛,
ph,o,3,,
ph,o,5,婆,
ph,o,6,抱,
ph,o,7,,
ph,oh,4,粕,
ph,oh,8,,
ph,oi,1,批,
ph,oi,2,,
ph,oi,3,,
ph,oi,5,,
ph,oi,6,,
ph,oi,7,稗,
ph,oih,4,,
ph,oih,8,,
ph,oinn,1,,
ph,oinn,2,,
ph,oinn,3,,
ph,oinn,5,,
ph,oinn,6,,
ph,oinn,7,辦,
ph,ok,4,醭,
ph,ok,8,雹,
ph,om,1,/,
ph,om,2,/,
ph,om,3,/,
ph,om,5,/,
ph,om,6,/,
ph,om,7,/,
ph,ong,1,,
ph,ong,2,捧,
ph,ong,3,膀,
ph,ong,5,縫,
ph,ong,6,,
ph,ong,7,,
ph,onn,1,/,
ph,onn,2,/,
ph,onn,3,/,
ph,onn,5,/,
ph,onn,6,/,
ph,onn,7,/,
ph,ou,1,鋪,
ph,ou,2,甫,
ph,ou,3,舖,
ph,ou,5,,
ph,ou,6,簿,
ph,ou,7,,
ph,ounn,1,/,
ph,ounn,2,/,
ph,ounn,3,/,
ph,ounn,5,/,
ph,ounn,6,/,
ph,ounn,7,/,
ph,r,1,/,
ph,r,2,/,
ph,r,3,/,
ph,r,5,/,
ph,r,6,/,
ph,r,7,/,
ph,rh,4,/,
ph,rh,8,/,
ph,u,1,鋪,
ph,u,2,肏,
ph,u,3,舖,
ph,u,5,浮,
ph,u,6,,
ph,u,7,,
ph,ua,1,,
ph,ua,2,,
ph,ua,3,破,
ph,ua,5,婆,
ph,ua,6,,
ph,ua,7,,
ph,uah,4,癶,
ph,uah,8,,
ph,uai,1,,
ph,uai,2,,
ph,uai,3,,
ph,uai,5,,
ph,uai,6,,
ph,uai,7,,
ph,uainn,1,/,
ph,uainn,2,/,
ph,uainn,3,/,
ph,uainn,5,/,
ph,uainn,6,/,
ph,uainn,7,/,
ph,uak,4,癶,
ph,uak,8,,
ph,uam,1,/,
ph,uam,2,/,
ph,uam,3,/,
ph,uam,5,/,
ph,uam,6,/,
ph,uam,7,/,
ph,uan,1,藩,
ph,uan,2,,
ph,uan,3,拌,
ph,uan,5,蹯,
ph,uan,6,,
ph,uan,7,,
ph,uang,1,藩,
ph,uang,2,,
ph,uang,3,拌,
ph,uang,5,蹯,
ph,uang,6,,
ph,uang,7,,
ph,uann,1,番,
ph,uann,2,,
ph,uann,3,判,
ph,uann,5,,
ph,uann,6,伴,
ph,uann,7,,
ph,uap,4,/,
ph,uap,8,/,
ph,uat,4,癶,
ph,uat,8,,
ph,ue,1,胚,
ph,ue,2,,
ph,ue,3,配,
ph,ue,5,裴,
ph,ue,6,被,
ph,ue,7,稗,
ph,ueh,4,,
ph,ueh,8,沫,
ph,uei,1,胚,
ph,uei,2,,
ph,uei,3,配,
ph,uei,5,裴,
ph,uei,6,被,
ph,uei,7,,
ph,ueih,4,,
ph,ueih,8,沫,
ph,ueinn,1,,
ph,ueinn,2,,
ph,ueinn,3,,
ph,ueinn,5,,
ph,ueinn,6,,
ph,ueinn,7,,
ph,uek,4,癶,
ph,uek,8,,
ph,uen,1,藩,
ph,uen,2,,
ph,uen,3,拌,
ph,uen,5,蹯,
ph,uen,6,,
ph,uen,7,,
ph,ueng,1,藩,
ph,ueng,2,,
ph,ueng,3,拌,
ph,ueng,5,蹯,
ph,ueng,6,,
ph,ueng,7,,
ph,uenn,1,,
ph,uenn,2,,
ph,uenn,3,,
ph,uenn,5,,
ph,uenn,6,,
ph,uenn,7,,
ph,uet,4,癶,
ph,uet,8,,
ph,uh,4,哱,
ph,uh,8,,
ph,ui,1,胚,
ph,ui,2,呸,
ph,ui,3,啐,
ph,ui,5,陪,
ph,ui,6,,
ph,ui,7,,
ph,uinn,1,/,
ph,uinn,2,/,
ph,uinn,3,/,
ph,uinn,5,/,
ph,uinn,6,/,
ph,uinn,7,/,
ph,uk,4,/,
ph,uk,8,/,
ph,un,1,奔,
ph,un,2,,
ph,un,3,逩,
ph,un,5,墳,
ph,un,6,,
ph,un,7,,
ph,ung,1,奔,
ph,ung,2,,
ph,ung,3,逩,
ph,ung,5,墳,
ph,ung,6,,
ph,ung,7,,
ph,uoinn,1,/,
ph,uoinn,2,/,
ph,uoinn,3,/,
ph,uoinn,5,/,
ph,uoinn,6,/,
ph,uoinn,7,/,
ph,ut,4,,
ph,ut,8,,
ph,v,1,/,
ph,v,2,/,
ph,v,3,/,
ph,v,5,/,
ph,v,6,/,
ph,v,7,/,
ph,vh,4,/,
ph,vh,8,/,
ph,vk,4,/,
ph,vk,8,/,
ph,vn,1,/,
ph,vn,2,/,
ph,vn,3,/,
ph,vn,5,/,
ph,vn,6,/,
ph,vn,7,/,
ph,vng,1,,
ph,vng,2,,
ph,vng,3,,
ph,vng,5,,
ph,vng,6,,
ph,vng,7,,
ph,vt,4,/,
ph,vt,8,/,
m,a,1,媽,
m,a,2,媽,
m,a,3,麼,
m,a,5,麻,
m,a,6,罵,
m,a,7,,
m,ah,4,嬷,
m,ah,8,,
m,ai,1,,
m,ai,2,買,
m,ai,3,𱐿,
m,ai,5,埋,
m,ai,6,賣,
m,ai,7,,
m,ainn,1,/,
m,ainn,2,/,
m,ainn,3,/,
m,ainn,5,/,
m,ainn,6,/,
m,ainn,7,/,
m,ak,4,,抓一把
m,ak,8,嘜,
m,am,1,/,
m,am,2,/,
m,am,3,/,
m,am,5,/,
m,am,6,/,
m,am,7,/,
m,an,1,,
m,an,2,挽,
m,an,3,,
m,an,5,蠻,
m,an,6,,
m,an,7,緩,
m,ang,1,,
m,ang,2,莽,
m,ang,3,,
m,ang,5,蠻,
m,ang,6,網,
m,ang,7,緩,
m,ann,1,/,
m,ann,2,/,
m,ann,3,/,
m,ann,5,/,
m,ann,6,/,
m,ann,7,/,
m,ap,4,/,
m,ap,8,/,
m,at,4,,
m,at,8,,
m,au,1,芼,
m,au,2,耄,
m,au,3,貿,
m,au,5,犛,
m,au,6,茂,
m,au,7,,
m,auh,4,/,
m,auh,8,/,
m,aunn,1,/,
m,aunn,2,/,
m,aunn,3,/,
m,aunn,5,/,
m,aunn,6,/,
m,aunn,7,/,
m,e,1,,抓
m,e,2,,
m,e,3,,
m,e,5,,
m,e,6,,
m,e,7,罵,
m,eh,4,咩,
m,eh,8,脉,
m,ek,4,,
m,ek,8,脉,
m,en,1,,
m,en,2,,
m,en,3,,
m,en,5,,
m,en,6,,
m,en,7,,
m,eng,1,,
m,eng,2,猛,
m,eng,3,,
m,eng,5,盲,
m,eng,6,孟,
m,eng,7,,
m,enn,1,,
m,enn,2,猛,
m,enn,3,夜,
m,enn,5,盲,
m,enn,6,,
m,enn,7,,
m,et,4,,
m,et,8,脉,
m,eu,1,/,
m,eu,2,/,
m,eu,3,/,
m,eu,5,/,
m,eu,6,/,
m,eu,7,/,
m,i,1,咪,
m,i,2,眯,
m,i,3,,
m,i,5,眉,
m,i,6,袂,
m,i,7,,
m,ia,1,/,
m,ia,2,/,
m,ia,3,/,
m,ia,5,/,
m,ia,6,/,
m,ia,7,/,
m,iah,4,/,
m,iah,8,/,
m,iak,4,/,
m,iak,8,/,
m,iam,1,/,
m,iam,2,/,
m,iam,3,/,
m,iam,5,/,
m,iam,6,/,
m,iam,7,/,
m,ian,1,,
m,ian,2,浼,
m,ian,3,,
m,ian,5,眠,
m,ian,6,面,
m,ian,7,,
m,iang,1,,
m,iang,2,浼,
m,iang,3,,
m,iang,5,眠,
m,iang,6,面,
m,iang,7,,
m,iann,1,,
m,iann,2,,
m,iann,3,,
m,iann,5,名,
m,iann,6,,
m,iann,7,命,
m,iap,4,/,
m,iap,8,/,
m,iat,4,,
m,iat,8,,
m,iau,1,貓,
m,iau,2,杪,
m,iau,3,,
m,iau,5,錨,
m,iau,6,妙,
m,iau,7,,
m,iauh,4,/,
m,iauh,8,/,
m,iaunn,1,/,
m,iaunn,2,/,
m,iaunn,3,/,
m,iaunn,5,/,
m,iaunn,6,/,
m,iaunn,7,/,
m,ie,1,/,
m,ie,2,/,
m,ie,3,/,
m,ie,5,/,
m,ie,6,/,
m,ie,7,/,
m,ieh,4,/,
m,ieh,8,/,
m,iek,4,,
m,iek,8,,
m,iem,1,/,
m,iem,2,/,
m,iem,3,/,
m,iem,5,/,
m,iem,6,/,
m,iem,7,/,
m,ien,1,,
m,ien,2,,
m,ien,3,,
m,ien,5,,
m,ien,6,,
m,ien,7,,
m,ieng,1,,
m,ieng,2,,
m,ieng,3,,
m,ieng,5,,
m,ieng,6,,
m,ieng,7,,
m,ienn,1,/,
m,ienn,2,/,
m,ienn,3,/,
m,ienn,5,/,
m,ienn,6,/,
m,ienn,7,/,
m,iep,4,/,
m,iep,8,/,
m,iet,4,,
m,iet,8,,
m,ieu,1,貓,
m,ieu,2,杪,
m,ieu,3,,
m,ieu,5,錨,
m,ieu,6,妙,
m,ieu,7,,
m,ieuh,4,/,
m,ieuh,8,/,
m,ieunn,1,/,
m,ieunn,2,/,
m,ieunn,3,/,
m,ieunn,5,/,
m,ieunn,6,/,
m,ieunn,7,/,
m,ih,4,乜,
m,ih,8,,
m,ik,4,,
m,ik,8,宓,
m,im,1,/,
m,im,2,/,
m,im,3,/,
m,im,5,/,
m,im,6,/,
m,im,7,/,
m,in,1,,
m,in,2,免,
m,in,3,,
m,in,5,眠,
m,in,6,,
m,in,7,面,
m,ing,1,,
m,ing,2,免,
m,ing,3,,
m,ing,5,眠,
m,ing,6,,
m,ing,7,面,
m,inn,1,,
m,inn,2,,
m,inn,3,,
m,inn,5,棉,
m,inn,6,,
m,inn,7,麪,
m,innh,4,/,
m,innh,8,/,
m,io,1,/,
m,io,2,/,
m,io,3,/,
m,io,5,/,
m,io,6,/,
m,io,7,/,
m,ioh,4,/,
m,ioh,8,/,
m,iok,4,/,
m,iok,8,/,
m,iong,1,/,
m,iong,2,/,
m,iong,3,/,
m,iong,5,/,
m,iong,6,/,
m,iong,7,/,
m,ionn,1,/,
m,ionn,2,/,
m,ionn,3,/,
m,ionn,5,/,
m,ionn,6,/,
m,ionn,7,/,
m,iou,1,貓,
m,iou,2,杪,
m,iou,3,,
m,iou,5,錨,
m,iou,6,妙,
m,iou,7,,
m,ip,4,/,
m,ip,8,/,
m,it,4,,
m,it,8,宓,
m,iu,1,,
m,iu,2,,
m,iu,3,,
m,iu,5,眸,
m,iu,6,,
m,iu,7,,
m,iuh,4,/,
m,iuh,8,/,
m,iunn,1,/,
m,iunn,2,/,
m,iunn,3,/,
m,iunn,5,/,
m,iunn,6,/,
m,iunn,7,/,
m,iunnh,4,/,
